"","Player","Season","Age","Tm","WS","G","GS","MP","MPG","FG","FGPG","FGA","FGAPG","X2P","X2PPG","X2PA","X2PAPG","X3P","X3PPG","X3PA","X3PAPG","FT","FTPG","FTA","FTAPG","DRB","DRBPG","ORB","ORBPG","TRB","TRBPG","AST","APG","STL","SPG","BLK","BPG","TOV","TPG","PF","PFPG","PTS","PPG","POS","POPG","FG.","FT.","X2P.","X3P.","eFG.","APM","RAPM","Salary"
"105","Marina Mabrey",2019,22,"LAS",0.3,31,0,355,11.4516129032258,45,1.45161290322581,131,4.2258064516129,24,0.774193548387097,54,1.74193548387097,21,0.67741935483871,77,2.48387096774194,14,0.451612903225806,16,0.516129032258065,32,1.03225806451613,6,0.193548387096774,38,1.2258064516129,30,0.967741935483871,19,0.612903225806452,7,0.225806451612903,24,0.774193548387097,23,0.741935483870968,125,4.03225806451613,3812,122.967741935484,0.344,0.875,0.444,0.273,0.424,-7.78773509796846,-1.31583362096702,42570
"106","Marine Johannes",2019,24,"NYL",0.7,19,0,345,18.1578947368421,48,2.52631578947368,110,5.78947368421053,23,1.21052631578947,44,2.31578947368421,25,1.31578947368421,66,3.47368421052632,15,0.789473684210526,19,1,25,1.31578947368421,9,0.473684210526316,34,1.78947368421053,46,2.42105263157895,8,0.421052631578947,3,0.157894736842105,22,1.15789473684211,30,1.57894736842105,136,7.15789473684211,661,34.7894736842105,0.436,0.789,0.523,0.379,0.55,-3.91331486597886,-0.675576264515506,41965
"107","Megan Gustafson",2019,22,"DAL",0.7,25,0,238,9.52,27,1.08,55,2.2,26,1.04,46,1.84,1,0.04,9,0.36,18,0.72,20,0.8,43,1.72,20,0.8,63,2.52,7,0.28,4,0.16,6,0.24,10,0.4,26,1.04,73,2.92,2824,112.96,0.491,0.9,0.565,0.111,0.5,8.41581532370841,1.12892035953817,34194
"108","Mercedes Russell",2019,23,"SEA",3.1,34,30,870,25.5882352941176,106,3.11764705882353,204,6,106,3.11764705882353,204,6,0,0,0,0,42,1.23529411764706,65,1.91176470588235,126,3.70588235294118,81,2.38235294117647,207,6.08823529411765,35,1.02941176470588,37,1.08823529411765,17,0.5,33,0.970588235294118,85,2.5,254,7.47058823529412,527,15.5,0.52,0.646,0.52,NA,0.52,-8.23327989592868,-1.35794468106854,41965
"109","Monique Billings",2019,23,"ATL",0.7,29,2,553,19.0689655172414,56,1.93103448275862,144,4.96551724137931,55,1.89655172413793,143,4.93103448275862,1,0.0344827586206897,1,0.0344827586206897,47,1.62068965517241,60,2.06896551724138,140,4.82758620689655,61,2.10344827586207,201,6.93103448275862,16,0.551724137931034,17,0.586206896551724,12,0.413793103448276,46,1.58620689655172,66,2.27586206896552,160,5.51724137931035,2975,102.586206896552,0.389,0.783,0.385,1,0.392,10.251479053582,1.54928117639474,42632
"110","Morgan Tuck",2019,25,"CON",0.3,33,0,352,10.6666666666667,45,1.36363636363636,116,3.51515151515152,30,0.909090909090909,74,2.24242424242424,15,0.454545454545455,42,1.27272727272727,18,0.545454545454545,30,0.909090909090909,48,1.45454545454545,18,0.545454545454545,66,2,28,0.848484848484849,13,0.393939393939394,3,0.0909090909090909,30,0.909090909090909,44,1.33333333333333,123,3.72727272727273,1328,40.2424242424242,0.388,0.6,0.405,0.357,0.453,-0.969035912126564,-0.0253507472328163,64538
"111","Myisha Hines-Allen",2019,23,"WAS",0.3,27,0,211,7.81481481481481,25,0.925925925925926,69,2.55555555555556,19,0.703703703703704,53,1.96296296296296,6,0.222222222222222,16,0.592592592592593,7,0.259259259259259,12,0.444444444444444,33,1.22222222222222,25,0.925925925925926,58,2.14814814814815,24,0.888888888888889,9,0.333333333333333,11,0.407407407407407,21,0.777777777777778,32,1.18518518518519,63,2.33333333333333,2366,87.6296296296296,0.362,0.583,0.358,0.375,0.406,4.0791783175686,0.283856773268037,42632
"112","Napheesa Collier",2019,22,"MIN",5.2,34,34,1131,33.2647058823529,167,4.91176470588235,341,10.0294117647059,137,4.02941176470588,258,7.58823529411765,30,0.882352941176471,83,2.44117647058824,80,2.35294117647059,101,2.97058823529412,163,4.79411764705882,60,1.76470588235294,223,6.55882352941176,87,2.55882352941176,65,1.91176470588235,32,0.941176470588235,65,1.91176470588235,99,2.91176470588235,444,13.0588235294118,497,14.6176470588235,0.49,0.792,0.531,0.361,0.534,-5.76646154079537,-1.27513524902092,49539
"113","Natalie Achonwa",2019,26,"IND",2.7,30,18,636,21.2,99,3.3,203,6.76666666666667,96,3.2,191,6.36666666666667,3,0.1,12,0.4,60,2,66,2.2,108,3.6,48,1.6,156,5.2,48,1.6,18,0.6,20,0.666666666666667,29,0.966666666666667,77,2.56666666666667,261,8.7,3313,110.433333333333,0.488,0.909,0.503,0.25,0.495,0.459278365880154,1.39914575714326,105000
"114","Natasha Cloud",2019,27,"WAS",2.5,34,34,1093,32.1470588235294,110,3.23529411764706,279,8.20588235294118,65,1.91176470588235,141,4.14705882352941,45,1.32352941176471,138,4.05882352941176,41,1.20588235294118,60,1.76470588235294,79,2.32352941176471,6,0.176470588235294,85,2.5,189,5.55882352941176,35,1.02941176470588,7,0.205882352941176,65,1.91176470588235,69,2.02941176470588,306,9,1647,48.4411764705882,0.394,0.683,0.461,0.326,0.475,-12.4061798303891,-2.97335888054521,115000
"115","Natasha Hiedeman",2019,22,"CON",0.8,20,0,205,10.25,24,1.2,58,2.9,11,0.55,30,1.5,13,0.65,28,1.4,12,0.6,24,1.2,23,1.15,7,0.35,30,1.5,38,1.9,8,0.4,2,0.1,13,0.65,25,1.25,73,3.65,5,0.25,0.414,0.5,0.367,0.464,0.526,-5.31111059155306,-0.67062564606389,27598
"116","Natasha Howard",2019,27,"SEA",4.6,34,34,1066,31.3529411764706,227,6.67647058823529,517,15.2058823529412,195,5.73529411764706,413,12.1470588235294,32,0.941176470588235,104,3.05882352941176,128,3.76470588235294,158,4.64705882352941,187,5.5,92,2.70588235294118,279,8.20588235294118,72,2.11764705882353,74,2.17647058823529,59,1.73529411764706,99,2.91176470588235,100,2.94117647058824,614,18.0588235294118,1068,31.4117647058824,0.439,0.81,0.472,0.308,0.47,1.71762861120674,1.13124750064716,115000
"117","Nayo Raincock-Ekunwe",2019,27,"NYL",0.4,28,1,367,13.1071428571429,43,1.53571428571429,79,2.82142857142857,42,1.5,76,2.71428571428571,1,0.0357142857142857,3,0.107142857142857,16,0.571428571428571,25,0.892857142857143,38,1.35714285714286,39,1.39285714285714,77,2.75,12,0.428571428571429,8,0.285714285714286,4,0.142857142857143,22,0.785714285714286,43,1.53571428571429,103,3.67857142857143,3735,133.392857142857,0.544,0.64,0.553,0.333,0.551,7.57587380152337,1.43598638703985,41965
"118","Nia Coffey",2019,24,"ATL",0.2,28,6,389,13.8928571428571,47,1.67857142857143,139,4.96428571428571,25,0.892857142857143,81,2.89285714285714,22,0.785714285714286,58,2.07142857142857,23,0.821428571428571,42,1.5,55,1.96428571428571,23,0.821428571428571,78,2.78571428571429,12,0.428571428571429,14,0.5,13,0.464285714285714,21,0.75,52,1.85714285714286,139,4.96428571428571,1451,51.8214285714286,0.338,0.548,0.309,0.379,0.417,2.56721841721851,0.58611279281032,53563
"119","Nneka Ogwumike",2019,28,"LAS",5.5,32,32,892,27.875,207,6.46875,406,12.6875,184,5.75,338,10.5625,23,0.71875,68,2.125,77,2.40625,93,2.90625,209,6.53125,73,2.28125,282,8.8125,58,1.8125,60,1.875,15,0.46875,58,1.8125,92,2.875,514,16.0625,647,20.21875,0.51,0.828,0.544,0.338,0.538,-3.96849923068524,-1.46538859869169,115000
"120","Odyssey Sims",2019,26,"MIN",2.1,34,34,1083,31.8529411764706,189,5.55882352941176,455,13.3823529411765,164,4.82352941176471,362,10.6470588235294,25,0.735294117647059,93,2.73529411764706,89,2.61764705882353,112,3.29411764705882,90,2.64705882352941,24,0.705882352941177,114,3.35294117647059,185,5.44117647058824,46,1.35294117647059,4,0.117647058823529,112,3.29411764705882,68,2,492,14.4705882352941,4799,141.147058823529,0.415,0.795,0.453,0.269,0.443,2.53085776808033,0.305995821029435,115000
"121","Paris Kea",2019,23,"IND",-0.1,11,0,60,5.45454545454545,11,1,27,2.45454545454545,6,0.545454545454545,18,1.63636363636364,5,0.454545454545455,9,0.818181818181818,2,0.181818181818182,4,0.363636363636364,4,0.363636363636364,1,0.0909090909090909,5,0.454545454545455,6,0.545454545454545,1,0.0909090909090909,2,0.181818181818182,9,0.818181818181818,4,0.363636363636364,29,2.63636363636364,2256,205.090909090909,0.407,0.5,0.333,0.556,0.5,-3.58919124794757,-0.605214616910266,41965
"122","Rachel Banham",2019,25,"CON",-0.2,29,0,353,12.1724137931034,37,1.27586206896552,115,3.96551724137931,15,0.517241379310345,43,1.48275862068966,22,0.758620689655172,72,2.48275862068966,9,0.310344827586207,13,0.448275862068966,29,1,1,0.0344827586206897,30,1.03448275862069,26,0.896551724137931,8,0.275862068965517,2,0.0689655172413793,26,0.896551724137931,34,1.17241379310345,105,3.62068965517241,2643,91.1379310344828,0.322,0.692,0.349,0.306,0.417,0.621872576098795,0.257054422865445,64538
"123","Rebecca Allen",2019,26,"NYL",0.6,24,2,412,17.1666666666667,65,2.70833333333333,156,6.5,36,1.5,88,3.66666666666667,29,1.20833333333333,68,2.83333333333333,13,0.541666666666667,16,0.666666666666667,49,2.04166666666667,12,0.5,61,2.54166666666667,17,0.708333333333333,12,0.5,18,0.75,17,0.708333333333333,51,2.125,172,7.16666666666667,2357,98.2083333333333,0.417,0.813,0.409,0.426,0.51,8.79716739223731,1.30398179285206,80000
"124","Renee Montgomery",2019,32,"ATL",0.9,34,34,949,27.9117647058824,107,3.14705882352941,289,8.5,39,1.14705882352941,79,2.32352941176471,68,2,210,6.17647058823529,42,1.23529411764706,51,1.5,65,1.91176470588235,9,0.264705882352941,74,2.17647058823529,90,2.64705882352941,31,0.911764705882353,6,0.176470588235294,64,1.88235294117647,51,1.5,324,9.52941176470588,3281,96.5,0.37,0.824,0.494,0.324,0.488,-2.80561594308881,-0.444357212739208,107000
"125","Reshanda Gray",2019,26,"NYL",0.5,34,10,519,15.2647058823529,71,2.08823529411765,150,4.41176470588235,70,2.05882352941176,148,4.35294117647059,1,0.0294117647058824,2,0.0588235294117647,35,1.02941176470588,62,1.82352941176471,114,3.35294117647059,62,1.82352941176471,176,5.17647058823529,18,0.529411764705882,16,0.470588235294118,7,0.205882352941176,42,1.23529411764706,113,3.32352941176471,178,5.23529411764706,4119,121.147058823529,0.473,0.565,0.473,0.5,0.477,-4.13949048844846,-0.752948323947445,41965
"126","Riquna Williams",2019,29,"LAS",2,23,14,593,25.7826086956522,93,4.04347826086957,242,10.5217391304348,39,1.69565217391304,104,4.52173913043478,54,2.34782608695652,138,6,44,1.91304347826087,50,2.17391304347826,47,2.04347826086957,13,0.565217391304348,60,2.60869565217391,37,1.60869565217391,26,1.1304347826087,4,0.173913043478261,28,1.21739130434783,58,2.52173913043478,284,12.3478260869565,2954,128.434782608696,0.384,0.88,0.375,0.391,0.496,1.34216058941304,0.478728504495863,110000
"127","Sami Whitcomb",2019,30,"SEA",1.2,33,13,674,20.4242424242424,82,2.48484848484848,224,6.78787878787879,19,0.575757575757576,40,1.21212121212121,63,1.90909090909091,184,5.57575757575758,11,0.333333333333333,11,0.333333333333333,40,1.21212121212121,17,0.515151515151515,57,1.72727272727273,78,2.36363636363636,36,1.09090909090909,4,0.121212121212121,52,1.57575757575758,49,1.48484848484848,238,7.21212121212121,103,3.12121212121212,0.366,1,0.475,0.342,0.507,6.29366771102903,1.22039487373387,50000
"128","Sancho Lyttle",2019,35,"PHO",0.2,20,2,250,12.5,26,1.3,62,3.1,25,1.25,58,2.9,1,0.05,4,0.2,5,0.25,8,0.4,44,2.2,14,0.7,58,2.9,6,0.3,12,0.6,5,0.25,12,0.6,27,1.35,58,2.9,3521,176.05,0.419,0.625,0.431,0.25,0.427,0.919336321054889,0.159184760256843,80000
"129","Seimone Augustus",2019,35,"MIN",-0.4,12,7,156,13,20,1.66666666666667,64,5.33333333333333,18,1.5,52,4.33333333333333,2,0.166666666666667,12,1,3,0.25,4,0.333333333333333,5,0.416666666666667,2,0.166666666666667,7,0.583333333333333,15,1.25,5,0.416666666666667,1,0.0833333333333333,12,1,5,0.416666666666667,45,3.75,3136,261.333333333333,0.313,0.75,0.346,0.167,0.328,9.17510174677134,1.05183958886317,111000
"130","Shao Ting",2019,29,"MIN",-0.1,5,0,27,5.4,2,0.4,10,2,2,0.4,10,2,0,0,0,0,2,0.4,3,0.6,4,0.8,2,0.4,6,1.2,2,0.4,0,0,1,0.2,2,0.4,6,1.2,6,1.2,2853,570.6,0.2,0.667,0.2,NA,0.2,-16.5965605720474,-0.779596656952581,41965
"131","Shatori Walker-Kimbrough",2019,24,"WAS",1.9,34,1,580,17.0588235294118,76,2.23529411764706,176,5.17647058823529,54,1.58823529411765,105,3.08823529411765,22,0.647058823529412,71,2.08823529411765,53,1.55882352941176,57,1.67647058823529,36,1.05882352941176,17,0.5,53,1.55882352941176,42,1.23529411764706,28,0.823529411764706,8,0.235294117647059,34,1,41,1.20588235294118,227,6.67647058823529,733,21.5588235294118,0.432,0.93,0.514,0.31,0.494,-8.90859958101661,-1.6856486288623,53563
"132","Shavonte Zellous",2019,32,"SEA",0.1,31,4,432,13.9354838709677,44,1.41935483870968,116,3.74193548387097,38,1.2258064516129,84,2.70967741935484,6,0.193548387096774,32,1.03225806451613,30,0.967741935483871,40,1.29032258064516,42,1.35483870967742,6,0.193548387096774,48,1.54838709677419,45,1.45161290322581,10,0.32258064516129,6,0.193548387096774,35,1.12903225806452,44,1.41935483870968,124,4,1462,47.1612903225806,0.379,0.75,0.452,0.188,0.405,0.297811370173124,-0.100165917418901,65000
"133","Shekinna Stricklen",2019,28,"CON",2.6,34,34,804,23.6470588235294,104,3.05882352941176,255,7.5,28,0.823529411764706,56,1.64705882352941,76,2.23529411764706,199,5.85294117647059,22,0.647058823529412,27,0.794117647058823,56,1.64705882352941,9,0.264705882352941,65,1.91176470588235,39,1.14705882352941,34,1,7,0.205882352941176,28,0.823529411764706,79,2.32352941176471,306,9,3368,99.0588235294118,0.408,0.815,0.5,0.382,0.557,1.96297930261947,0.79344205651047,106000
"134","Shenise Johnson",2019,28,"IND",0.2,17,0,219,12.8823529411765,30,1.76470588235294,90,5.29411764705882,22,1.29411764705882,57,3.35294117647059,8,0.470588235294118,33,1.94117647058824,15,0.882352941176471,16,0.941176470588235,24,1.41176470588235,11,0.647058823529412,35,2.05882352941176,18,1.05882352941176,12,0.705882352941177,2,0.117647058823529,12,0.705882352941177,17,1,83,4.88235294117647,884,52,0.333,0.938,0.386,0.242,0.378,6.44347511337422,0.499105156997603,104000
"135","Shey Peddy",2019,30,"WAS",0.5,15,0,71,4.73333333333333,8,0.533333333333333,13,0.866666666666667,4,0.266666666666667,5,0.333333333333333,4,0.266666666666667,8,0.533333333333333,6,0.4,6,0.4,8,0.533333333333333,1,0.0666666666666667,9,0.6,8,0.533333333333333,4,0.266666666666667,0,0,3,0.2,8,0.533333333333333,26,1.73333333333333,1530,102,0.615,1,0.8,0.5,0.769,5.5267969535625,0.641744565991669,2723
"136","Sophie Cunningham",2019,22,"PHO",0.5,32,5,389,12.15625,28,0.875,79,2.46875,14,0.4375,33,1.03125,14,0.4375,46,1.4375,30,0.9375,34,1.0625,39,1.21875,6,0.1875,45,1.40625,25,0.78125,11,0.34375,4,0.125,20,0.625,53,1.65625,100,3.125,3235,101.09375,0.354,0.882,0.424,0.304,0.443,-3.45617527911228,-0.607118129778954,42570
"137","Stefanie Dolson",2019,27,"CHI",2.7,34,34,850,25,121,3.55882352941176,233,6.85294117647059,91,2.67647058823529,150,4.41176470588235,30,0.882352941176471,83,2.44117647058824,44,1.29411764705882,49,1.44117647058824,148,4.35294117647059,41,1.20588235294118,189,5.55882352941176,75,2.20588235294118,21,0.617647058823529,34,1,66,1.94117647058824,125,3.67647058823529,316,9.29411764705882,1881,55.3235294117647,0.519,0.898,0.607,0.361,0.584,-2.34125363267654,-0.0570218709193786,115000
"138","Stephanie Mavunga",2019,24,"IND",0.6,24,0,204,8.5,24,1,47,1.95833333333333,24,1,46,1.91666666666667,0,0,1,0.0416666666666667,12,0.5,17,0.708333333333333,35,1.45833333333333,21,0.875,56,2.33333333333333,4,0.166666666666667,6,0.25,7,0.291666666666667,10,0.416666666666667,39,1.625,60,2.5,310,12.9166666666667,0.511,0.706,0.522,0,0.511,-7.69620048420167,-0.249050061679633,42632
"139","Stephanie Talbot",2019,25,"MIN",1.1,33,10,561,17,57,1.72727272727273,154,4.66666666666667,26,0.787878787878788,59,1.78787878787879,31,0.939393939393939,95,2.87878787878788,27,0.818181818181818,31,0.939393939393939,61,1.84848484848485,18,0.545454545454545,79,2.39393939393939,41,1.24242424242424,30,0.909090909090909,9,0.272727272727273,42,1.27272727272727,37,1.12121212121212,172,5.21212121212121,1306,39.5757575757576,0.37,0.871,0.441,0.326,0.471,-10.5019651506841,-2.28733720428332,43311
"140","Sugar Rodgers",2019,29,"LVA",0.5,33,0,382,11.5757575757576,40,1.21212121212121,111,3.36363636363636,10,0.303030303030303,27,0.818181818181818,30,0.909090909090909,84,2.54545454545455,3,0.0909090909090909,5,0.151515151515152,44,1.33333333333333,4,0.121212121212121,48,1.45454545454545,39,1.18181818181818,13,0.393939393939394,12,0.363636363636364,27,0.818181818181818,37,1.12121212121212,113,3.42424242424242,3968,120.242424242424,0.36,0.6,0.37,0.357,0.495,0.423561895379273,0.0206241786484923,102000
"141","Sydney Colson",2019,29,"LVA",1.2,33,0,379,11.4848484848485,37,1.12121212121212,84,2.54545454545455,28,0.848484848484849,64,1.93939393939394,9,0.272727272727273,20,0.606060606060606,27,0.818181818181818,33,1,21,0.636363636363636,2,0.0606060606060606,23,0.696969696969697,59,1.78787878787879,31,0.939393939393939,4,0.121212121212121,28,0.848484848484849,40,1.21212121212121,110,3.33333333333333,1617,49,0.44,0.818,0.438,0.45,0.494,-1.84489549016296,-0.41823936248962,56375
"142","Sydney Wiese",2019,24,"LAS",0.8,32,16,659,20.59375,55,1.71875,143,4.46875,21,0.65625,50,1.5625,34,1.0625,93,2.90625,9,0.28125,9,0.28125,37,1.15625,5,0.15625,42,1.3125,57,1.78125,15,0.46875,8,0.25,32,1,27,0.84375,153,4.78125,5002,156.3125,0.385,1,0.42,0.366,0.503,8.04886297356683,2.23604120050366,47798
"143","Sylvia Fowles",2019,33,"MIN",5.3,34,34,1003,29.5,197,5.79411764705882,335,9.85294117647059,197,5.79411764705882,335,9.85294117647059,0,0,0,0,70,2.05882352941176,99,2.91176470588235,210,6.17647058823529,92,2.70588235294118,302,8.88235294117647,51,1.5,32,0.941176470588235,47,1.38235294117647,68,2,88,2.58823529411765,464,13.6470588235294,1162,34.1764705882353,0.588,0.707,0.588,NA,0.588,-1.65935926023096,-0.237205425172219,113360
"144","Tamera Young",2019,32,"LVA",0.6,34,4,628,18.4705882352941,68,2,179,5.26470588235294,63,1.85294117647059,163,4.79411764705882,5,0.147058823529412,16,0.470588235294118,39,1.14705882352941,61,1.79411764705882,89,2.61764705882353,35,1.02941176470588,124,3.64705882352941,67,1.97058823529412,23,0.676470588235294,4,0.117647058823529,48,1.41176470588235,61,1.79411764705882,180,5.29411764705882,4563,134.205882352941,0.38,0.639,0.387,0.313,0.394,2.3924042345827,0.55956475736061,97600
"145","Tanisha Wright",2019,35,"NYL",0.6,31,17,613,19.7741935483871,54,1.74193548387097,130,4.19354838709677,40,1.29032258064516,92,2.96774193548387,14,0.451612903225806,38,1.2258064516129,25,0.806451612903226,31,1,65,2.09677419354839,21,0.67741935483871,86,2.7741935483871,126,4.06451612903226,32,1.03225806451613,9,0.290322580645161,57,1.83870967741935,67,2.16129032258065,147,4.74193548387097,97,3.12903225806452,0.415,0.806,0.435,0.368,0.469,-2.88881988450497,-0.492984645405172,94860
"146","Tayler Hill",2019,28,"DAL",0.1,4,2,49,12.25,4,1,13,3.25,3,0.75,7,1.75,1,0.25,6,1.5,4,1,5,1.25,3,0.75,2,0.5,5,1.25,3,0.75,1,0.25,0,0,0,0,4,1,13,3.25,4470,1117.5,0.308,0.8,0.429,0.167,0.346,6.43069997034744,0.426494161392899,115000
"147","Teaira McCowan",2019,22,"IND",3.9,34,16,752,22.1176470588235,119,3.5,230,6.76470588235294,119,3.5,230,6.76470588235294,0,0,0,0,103,3.02941176470588,150,4.41176470588235,197,5.79411764705882,108,3.17647058823529,305,8.97058823529412,8,0.235294117647059,20,0.588235294117647,44,1.29411764705882,44,1.29411764705882,110,3.23529411764706,341,10.0294117647059,2192,64.4705882352941,0.517,0.687,0.517,NA,0.517,-10.7836672306481,-1.41604346416427,53537
"148","Temi Fagbenle",2019,26,"MIN",0.2,18,0,271,15.0555555555556,42,2.33333333333333,81,4.5,41,2.27777777777778,75,4.16666666666667,1,0.0555555555555556,6,0.333333333333333,13,0.722222222222222,18,1,30,1.66666666666667,22,1.22222222222222,52,2.88888888888889,15,0.833333333333333,6,0.333333333333333,6,0.333333333333333,32,1.77777777777778,41,2.27777777777778,98,5.44444444444444,1320,73.3333333333333,0.519,0.722,0.547,0.167,0.525,-0.201741243455328,0.0764265635329201,48564
"149","Theresa Plaisance",2019,27,"TOT",0.7,31,12,442,14.258064516129,54,1.74193548387097,146,4.70967741935484,29,0.935483870967742,73,2.35483870967742,25,0.806451612903226,73,2.35483870967742,21,0.67741935483871,26,0.838709677419355,89,2.87096774193548,24,0.774193548387097,113,3.64516129032258,34,1.09677419354839,9,0.290322580645161,19,0.612903225806452,31,1,65,2.09677419354839,154,4.96774193548387,4831,155.838709677419,0.37,0.808,0.397,0.342,0.455,6.70821771956268,1.06755702872581,104000
"150","Tianna Hawkins",2019,28,"WAS",2.7,31,1,477,15.3870967741935,113,3.64516129032258,220,7.09677419354839,80,2.58064516129032,129,4.16129032258065,33,1.06451612903226,91,2.93548387096774,37,1.19354838709677,40,1.29032258064516,82,2.64516129032258,47,1.51612903225806,129,4.16129032258065,23,0.741935483870968,14,0.451612903225806,4,0.129032258064516,35,1.12903225806452,77,2.48387096774194,296,9.54838709677419,146,4.70967741935484,0.514,0.925,0.62,0.363,0.589,2.84436919007318,0.104874064933824,70000
"151","Tierra Ruffin-Pratt",2019,28,"LAS",1.5,34,33,856,25.1764705882353,72,2.11764705882353,196,5.76470588235294,47,1.38235294117647,123,3.61764705882353,25,0.735294117647059,73,2.14705882352941,35,1.02941176470588,41,1.20588235294118,63,1.85294117647059,20,0.588235294117647,83,2.44117647058824,57,1.67647058823529,26,0.764705882352941,20,0.588235294117647,29,0.852941176470588,91,2.67647058823529,204,6,3834,112.764705882353,0.367,0.854,0.382,0.342,0.431,-4.98934641129067,-1.19314796729662,56375
"152","Tiffany Bias",2019,27,"NYL",-0.3,12,0,105,8.75,7,0.583333333333333,28,2.33333333333333,4,0.333333333333333,9,0.75,3,0.25,19,1.58333333333333,6,0.5,7,0.583333333333333,6,0.5,0,0,6,0.5,11,0.916666666666667,3,0.25,0,0,8,0.666666666666667,7,0.583333333333333,23,1.91666666666667,3593,299.416666666667,0.25,0.857,0.444,0.158,0.304,4.51723971667933,0.37003605166627,41695
"153","Tiffany Hayes",2019,29,"ATL",1,29,29,817,28.1724137931034,147,5.06896551724138,374,12.8965517241379,111,3.82758620689655,257,8.86206896551724,36,1.24137931034483,117,4.03448275862069,97,3.3448275862069,127,4.37931034482759,66,2.27586206896552,21,0.724137931034483,87,3,82,2.82758620689655,29,1,8,0.275862068965517,70,2.41379310344828,71,2.44827586206897,427,14.7241379310345,2909,100.310344827586,0.393,0.764,0.432,0.308,0.441,-8.99261879840203,-1.93104340015189,115260
"154","Tiffany Mitchell",2019,24,"IND",0.8,33,14,831,25.1818181818182,109,3.3030303030303,286,8.66666666666667,89,2.6969696969697,217,6.57575757575758,20,0.606060606060606,69,2.09090909090909,83,2.51515151515152,93,2.81818181818182,73,2.21212121212121,22,0.666666666666667,95,2.87878787878788,71,2.15151515151515,19,0.575757575757576,3,0.0909090909090909,55,1.66666666666667,83,2.51515151515152,321,9.72727272727273,2502,75.8181818181818,0.381,0.892,0.41,0.29,0.416,6.71276544209735,0.791907217625947,53290
"155","Tina Charles",2019,30,"NYL",-0.1,33,33,1028,31.1515151515152,220,6.66666666666667,566,17.1515151515152,209,6.33333333333333,507,15.3636363636364,11,0.333333333333333,59,1.78787878787879,108,3.27272727272727,133,4.03030303030303,184,5.57575757575758,65,1.96969696969697,249,7.54545454545455,78,2.36363636363636,23,0.696969696969697,29,0.878787878787879,85,2.57575757575758,92,2.78787878787879,559,16.9393939393939,3633,110.090909090909,0.389,0.812,0.412,0.186,0.398,-6.33121272750441,-1.29349702338073,117500
"156","Victoria Macaulay",2019,28,"CHI",0.1,5,0,22,4.4,2,0.4,5,1,2,0.4,5,1,0,0,0,0,2,0.4,2,0.4,3,0.6,1,0.2,4,0.8,0,0,2,0.4,1,0.2,0,0,3,0.6,6,1.2,954,190.8,0.4,1,0.4,NA,0.4,-2.6734833011959,-0.0959190591616551,21000
"157","Yvonne Turner",2019,31,"PHO",-0.3,29,14,595,20.5172413793103,59,2.03448275862069,172,5.93103448275862,33,1.13793103448276,93,3.20689655172414,26,0.896551724137931,79,2.72413793103448,43,1.48275862068966,49,1.68965517241379,72,2.48275862068966,8,0.275862068965517,80,2.75862068965517,67,2.31034482758621,18,0.620689655172414,2,0.0689655172413793,59,2.03448275862069,37,1.27586206896552,187,6.44827586206897,400,13.7931034482759,0.343,0.878,0.355,0.329,0.419,3.59561004652795,0.771320247053695,41965
